instant,yr,holiday,workingday,atemp,hum,windspeed,cnt,Date,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
383,1,0,1,0.275254,0.443333,0.415429,3376,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
384,1,0,1,0.190038,0.4975,0.220158,3292,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
385,1,0,1,0.220958,0.45,0.20275,3163,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
386,1,0,0,0.174875,0.83125,0.222642,1301,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
387,1,0,0,0.16225,0.79625,0.199638,1977,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
388,1,0,1,0.243058,0.91125,0.110708,2432,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
389,1,0,1,0.349108,0.835833,0.123767,4339,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
390,1,0,1,0.294821,0.64375,0.161071,4270,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
391,1,0,1,0.35605,0.769583,0.0733958,4075,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
392,1,0,1,0.415383,0.74125,0.342667,3456,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
393,1,0,0,0.326379,0.543333,0.210829,4023,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
394,1,0,0,0.272721,0.31125,0.24005,3243,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395,1,0,1,0.262625,0.400833,0.215792,3624,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
396,1,0,1,0.381317,0.416667,0.261817,4509,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
397,1,0,1,0.466538,0.507917,0.189067,4579,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
398,1,0,1,0.398971,0.672917,0.187187,3761,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
399,1,0,1,0.309346,0.526667,0.178496,4151,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
400,1,0,0,0.272725,0.779583,0.121896,2832,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
401,1,0,0,0.264521,0.687917,0.175996,2947,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
402,1,0,1,0.296426,0.622174,0.1538,3784,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
403,1,0,1,0.361104,0.49625,0.147379,4375,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
404,1,0,1,0.266421,0.722917,0.133721,2802,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
405,1,0,1,0.261988,0.562083,0.194037,3830,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
406,1,0,1,0.293558,0.54,0.116929,3831,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
407,1,0,0,0.210867,0.73125,0.289796,2169,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
408,1,0,0,0.101658,0.464583,0.409212,1529,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,1,0,1,0.227913,0.41125,0.167283,3422,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
410,1,0,1,0.333946,0.50875,0.141179,3922,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
411,1,0,1,0.351629,0.53125,0.1816,4169,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
412,1,0,1,0.330162,0.752917,0.091425,3005,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
413,1,0,1,0.351629,0.634583,0.205846,4154,17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
414,1,0,0,0.355425,0.534583,0.190929,4318,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
415,1,0,0,0.265788,0.515833,0.253112,2689,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
416,1,1,0,0.273391,0.507826,0.229083,3129,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
417,1,0,1,0.295113,0.594348,0.205717,3777,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
418,1,0,1,0.392667,0.567917,0.234471,4773,22,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
419,1,0,1,0.444446,0.554583,0.190913,5062,23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
420,1,0,1,0.410971,0.7375,0.237567,3487,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
421,1,0,0,0.255675,0.395833,0.421642,2732,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
422,1,0,0,0.268308,0.41,0.205229,3389,26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,1,0,1,0.357954,0.490833,0.268033,4322,27,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
424,1,0,1,0.353525,0.395833,0.193417,4363,28,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
425,1,0,1,0.34847,0.804783,0.179117,1834,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
426,1,0,1,0.475371,0.615417,0.226987,4990,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
427,1,0,1,0.359842,0.657083,0.144904,3194,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
428,1,0,0,0.413492,0.62125,0.161079,4066,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
429,1,0,0,0.303021,0.403333,0.334571,3423,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
430,1,0,1,0.241171,0.50625,0.228858,3333,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
431,1,0,1,0.255042,0.456667,0.200875,3956,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
432,1,0,1,0.3851,0.513333,0.345779,4916,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
433,1,0,1,0.524604,0.5675,0.441563,5382,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
434,1,0,1,0.397083,0.407083,0.4148,4569,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
435,1,0,0,0.277767,0.350417,0.22575,4118,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
436,1,0,0,0.35967,0.476957,0.222587,4911,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
437,1,0,1,0.459592,0.489167,0.207713,5298,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
438,1,0,1,0.542929,0.6175,0.23695,5847,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
439,1,0,1,0.548617,0.507083,0.115062,6312,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
440,1,0,1,0.532825,0.579583,0.149883,6192,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
441,1,0,1,0.436229,0.842083,0.113192,4378,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
442,1,0,0,0.505046,0.755833,0.110704,7836,17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
443,1,0,0,0.464,0.81,0.126883,5892,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
444,1,0,1,0.532821,0.72875,0.162317,6153,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
445,1,0,1,0.538533,0.807917,0.121271,6093,20,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
446,1,0,1,0.513258,0.82125,0.0895583,6230,21,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
447,1,0,1,0.531567,0.83125,0.117562,6871,22,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
448,1,0,1,0.570067,0.694167,0.1163,8362,23,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
449,1,0,0,0.486733,0.885417,0.192783,3372,24,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
450,1,0,0,0.437488,0.880833,0.220775,4996,25,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
451,1,0,1,0.43875,0.477917,0.386821,5558,26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
452,1,0,1,0.315654,0.29,0.187192,5102,27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
453,1,0,1,0.47095,0.48125,0.291671,5698,28,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
454,1,0,1,0.482304,0.439167,0.31965,6133,29,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
455,1,0,1,0.375621,0.580833,0.138067,5459,30,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
456,1,0,0,0.421708,0.738333,0.250617,6235,31,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
457,1,0,0,0.417287,0.67625,0.172267,6041,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
458,1,0,1,0.427513,0.504348,0.312139,5936,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
459,1,0,1,0.461483,0.396667,0.100133,6772,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
460,1,0,1,0.53345,0.469583,0.180975,6436,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
461,1,0,1,0.431163,0.374167,0.219529,6457,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
462,1,0,1,0.390767,0.377083,0.300388,6460,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
463,1,0,0,0.426129,0.254167,0.274871,6857,7,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
464,1,0,0,0.492425,0.275833,0.232596,5169,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
465,1,0,1,0.476638,0.3175,0.358196,5585,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
466,1,0,1,0.436233,0.435,0.249375,5918,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
467,1,0,1,0.337274,0.469565,0.295274,4862,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
468,1,0,1,0.387604,0.46625,0.290429,5409,12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
469,1,0,1,0.431808,0.408333,0.155471,6398,13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
470,1,0,0,0.487996,0.502917,0.190917,7460,14,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
471,1,0,0,0.573875,0.507917,0.225129,7132,15,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,1,1,0,0.614925,0.561667,0.284829,6370,16,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
473,1,0,1,0.598487,0.390417,0.273629,6691,17,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
474,1,0,1,0.457038,0.569167,0.167912,4367,18,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
475,1,0,1,0.493046,0.6125,0.0659292,6565,19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
476,1,0,1,0.515775,0.694583,0.149871,7290,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
477,1,0,0,0.542921,0.682917,0.283587,6624,21,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
478,1,0,0,0.389504,0.835417,0.344546,1027,22,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
479,1,0,1,0.301125,0.766667,0.303496,3214,23,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
480,1,0,1,0.405283,0.454167,0.249383,5633,24,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
481,1,0,1,0.470317,0.427917,0.118792,6196,25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
482,1,0,1,0.483583,0.756667,0.176625,5026,26,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
483,1,0,1,0.452637,0.400833,0.347633,6233,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
484,1,0,0,0.377504,0.489583,0.129975,4220,28,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
485,1,0,0,0.450121,0.587083,0.116908,6304,29,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
486,1,0,1,0.457696,0.57,0.171638,5572,30,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
487,1,0,1,0.577021,0.659583,0.156096,5740,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
488,1,0,1,0.537896,0.797083,0.138058,6169,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
489,1,0,1,0.537242,0.768333,0.133696,6421,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
490,1,0,1,0.590917,0.735417,0.162938,6296,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
491,1,0,0,0.584608,0.756667,0.152992,6883,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
492,1,0,0,0.546737,0.74,0.149879,6359,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
493,1,0,1,0.527142,0.664167,0.230721,6273,7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
494,1,0,1,0.557471,0.685833,0.296029,5728,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
495,1,0,1,0.553025,0.744167,0.216412,4717,9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
496,1,0,1,0.491783,0.552083,0.314063,6572,10,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
497,1,0,1,0.520833,0.360417,0.236937,7030,11,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
498,1,0,0,0.544817,0.480417,0.123133,7429,12,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
499,1,0,0,0.585238,0.57625,0.225117,6118,13,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
500,1,0,1,0.5499,0.789583,0.212692,2843,14,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
501,1,0,1,0.576404,0.794583,0.147392,5115,15,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
502,1,0,1,0.595975,0.697917,0.122512,7424,16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
503,1,0,1,0.572613,0.52,0.229475,7384,17,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
504,1,0,1,0.551121,0.523333,0.136817,7639,18,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
505,1,0,0,0.566908,0.45625,0.083975,8294,19,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
506,1,0,0,0.583967,0.530417,0.254367,7129,20,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,1,0,1,0.565667,0.81125,0.233204,4359,21,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
508,1,0,1,0.580825,0.765833,0.118167,6073,22,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
509,1,0,1,0.584612,0.774583,0.102,5260,23,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
510,1,0,1,0.6067,0.716667,0.172896,6770,24,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
511,1,0,1,0.627529,0.747083,0.14055,6734,25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
512,1,0,0,0.642696,0.7325,0.198992,6536,26,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
513,1,0,0,0.641425,0.697083,0.215171,6591,27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,1,1,0,0.6793,0.67625,0.196521,6043,28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
515,1,0,1,0.672992,0.684583,0.2954,5743,29,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
516,1,0,1,0.611129,0.67,0.134329,6855,30,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
517,1,0,1,0.631329,0.492917,0.195279,7338,31,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
518,1,0,1,0.607962,0.755417,0.237563,4127,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
519,1,0,0,0.566288,0.549167,0.186562,8120,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
520,1,0,0,0.575133,0.493333,0.184087,7641,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,1,0,1,0.578283,0.487083,0.284833,6998,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
522,1,0,1,0.525892,0.613333,0.209575,7001,5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
523,1,0,1,0.542292,0.61125,0.077125,7055,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
524,1,0,1,0.569442,0.567083,0.15735,7494,7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
525,1,0,1,0.597862,0.467917,0.175383,7736,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
526,1,0,0,0.648367,0.437083,0.144287,7498,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
527,1,0,0,0.663517,0.538333,0.133721,6598,10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,1,0,1,0.659721,0.587917,0.207713,6664,11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
529,1,0,1,0.597875,0.833333,0.214546,4972,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
530,1,0,1,0.611117,0.582083,0.343279,7421,13,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
531,1,0,1,0.624383,0.569583,0.253733,7363,14,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
532,1,0,1,0.599754,0.589583,0.176617,7665,15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
533,1,0,0,0.594708,0.504167,0.166667,7702,16,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
534,1,0,0,0.571975,0.59875,0.144904,6978,17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,1,0,1,0.544842,0.777917,0.174746,5099,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
536,1,0,1,0.654692,0.69,0.148017,6825,19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
537,1,0,1,0.720975,0.592083,0.113812,6211,20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
538,1,0,1,0.752542,0.567917,0.118787,5905,21,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
539,1,0,1,0.724121,0.57375,0.182842,5823,22,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
540,1,0,0,0.652792,0.534583,0.179721,7458,23,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
541,1,0,0,0.674254,0.479167,0.145525,6891,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,1,0,1,0.654042,0.504167,0.300383,6779,25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
543,1,0,1,0.594704,0.373333,0.347642,7442,26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
544,1,0,1,0.640792,0.36,0.271775,7335,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
545,1,0,1,0.675512,0.4225,0.17165,6879,28,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
546,1,0,1,0.786613,0.48875,0.165417,5463,29,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
547,1,0,0,0.687508,0.60125,0.161071,5687,30,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
548,1,0,0,0.750629,0.51875,0.168529,5531,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
549,1,0,1,0.702038,0.447083,0.195267,6227,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
550,1,0,1,0.70265,0.492083,0.126237,6660,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
551,1,1,0,0.732337,0.53875,0.13495,7403,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
552,1,0,1,0.761367,0.457917,0.194029,6241,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
553,1,0,1,0.752533,0.450833,0.146142,6207,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
554,1,0,0,0.804913,0.492083,0.163554,4840,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
555,1,0,0,0.790396,0.57375,0.125629,4672,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
556,1,0,1,0.654054,0.683333,0.180975,6569,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
557,1,0,1,0.664796,0.6675,0.151737,6290,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
558,1,0,1,0.650271,0.633333,0.151733,7264,11,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
559,1,0,1,0.654683,0.529583,0.146775,7446,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
560,1,0,1,0.667933,0.485833,0.08085,7499,13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
561,1,0,0,0.666042,0.699167,0.143679,6969,14,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
562,1,0,0,0.705196,0.717917,0.166667,6031,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
563,1,0,1,0.724125,0.645,0.164187,6830,16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
564,1,0,1,0.755683,0.505833,0.114429,6786,17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
565,1,0,1,0.745583,0.577083,0.137442,5713,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
566,1,0,1,0.714642,0.600417,0.165429,6591,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
567,1,0,1,0.613025,0.844167,0.208967,5870,20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
568,1,0,0,0.549912,0.865417,0.2133,4459,21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
569,1,0,0,0.623125,0.7625,0.0939208,7410,22,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
570,1,0,1,0.690017,0.694167,0.138683,6966,23,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
571,1,0,1,0.70645,0.655,0.211454,7592,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
572,1,0,1,0.654054,0.45,0.1648,8173,25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
573,1,0,1,0.739263,0.596667,0.284813,6861,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
574,1,0,1,0.734217,0.594583,0.152992,6904,27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
